16 08 2023 - 15:06:40.434 [http-nio-8088-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.createBeanInstance(AbstractAutowireCapableBeanFactory.java:1162)
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.doCreateBean(AbstractAutowireCapableBeanFactory.java:560)
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.createBean(AbstractAutowireCapableBeanFactory.java:520)
	at org.springframework.beans.factory.support.AbstractBeanFactory.lambda$doGetBean$0(AbstractBeanFactory.java:326)
	at org.springframework.beans.factory.support.DefaultSingletonBeanRegistry.getSingleton(DefaultSingletonBeanRegistry.java:234)
	at org.springframework.beans.factory.support.AbstractBeanFactory.doGetBean(AbstractBeanFactory.java:324)
	at org.springframework.beans.factory.support.AbstractBeanFactory.getBean(AbstractBeanFactory.java:200)
	at org.springframework.beans.factory.support.BeanDefinitionValueResolver.resolveReference(BeanDefinitionValueResolver.java:365)
	... 82 common frames omitted
Caused by: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'flywayInitializer' defined in class path resource [org/springframework/boot/autoconfigure/flyway/FlywayAutoConfiguration$FlywayConfiguration.class]: Migration V1.2__insert_book.sql failed
--------------------------------------
SQL State  : 42703
Error Code : 0
Message    : ОШИБКА: столбец "name" в таблице "book" не существует
  Позиция: 19
Location   : db/migration/V1.2__insert_book.sql (E:\JAVA Jetbreins\youtube_v1\target\classes\db\migration\V1.2__insert_book.sql)
Line       : 1
Statement  : INSERT INTO book (name, description) VALUES('Hello Koding', 'Coding tutorials series')

	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.initializeBean(AbstractAutowireCapableBeanFactory.java:1770)
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.doCreateBean(AbstractAutowireCapableBeanFactory.java:598)
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.createBean(AbstractAutowireCapableBeanFactory.java:520)
	at org.springframework.beans.factory.support.AbstractBeanFactory.lambda$doGetBean$0(AbstractBeanFactory.java:326)
	at org.springframework.beans.factory.support.DefaultSingletonBeanRegistry.getSingleton(DefaultSingletonBeanRegistry.java:234)
	at org.springframework.beans.factory.support.AbstractBeanFactory.doGetBean(AbstractBeanFactory.java:324)
	at org.springframework.beans.factory.support.AbstractBeanFactory.getBean(AbstractBeanFactory.java:200)
	at org.springframework.beans.factory.support.AbstractBeanFactory.doGetBean(AbstractBeanFactory.java:313)
	at org.springframework.beans.factory.support.AbstractBeanFactory.getBean(AbstractBeanFactory.java:200)
	at org.springframework.beans.factory.support.BeanDefinitionValueResolver.resolveReference(BeanDefinitionValueResolver.java:365)
	... 94 common frames omitted
Caused by: org.flywaydb.core.internal.command.DbMigrate$FlywayMigrateException: Migration V1.2__insert_book.sql failed
--------------------------------------
SQL State  : 42703
Error Code : 0
Message    : ОШИБКА: столбец "name" в таблице "book" не существует
  Позиция: 19
Location   : db/migration/V1.2__insert_book.sql (E:\JAVA Jetbreins\youtube_v1\target\classes\db\migration\V1.2__insert_book.sql)
Line       : 1
Statement  : INSERT INTO book (name, description) VALUES('Hello Koding', 'Coding tutorials series')

	at org.flywaydb.core.internal.command.DbMigrate.doMigrateGroup(DbMigrate.java:384)
	at org.flywaydb.core.internal.command.DbMigrate.lambda$applyMigrations$1(DbMigrate.java:274)
	at org.flywaydb.core.internal.jdbc.TransactionalExecutionTemplate.execute(TransactionalExecutionTemplate.java:55)
	at org.flywaydb.core.internal.command.DbMigrate.applyMigrations(DbMigrate.java:273)
	at org.flywaydb.core.internal.command.DbMigrate.migrateGroup(DbMigrate.java:246)
	at org.flywaydb.core.internal.command.DbMigrate.lambda$migrateAll$0(DbMigrate.java:141)
	at org.flywaydb.core.internal.database.postgresql.PostgreSQLAdvisoryLockTemplate.execute(PostgreSQLAdvisoryLockTemplate.java:73)
	at org.flywaydb.core.internal.database.postgresql.PostgreSQLAdvisoryLockTemplate.lambda$execute$0(PostgreSQLAdvisoryLockTemplate.java:56)
	at org.flywaydb.core.internal.jdbc.TransactionalExecutionTemplate.execute(TransactionalExecutionTemplate.java:55)
	at org.flywaydb.core.internal.database.postgresql.PostgreSQLAdvisoryLockTemplate.execute(PostgreSQLAdvisoryLockTemplate.java:56)
	at org.flywaydb.core.internal.database.postgresql.PostgreSQLConnection.lock(PostgreSQLConnection.java:96)
	at org.flywaydb.core.internal.schemahistory.JdbcTableSchemaHistory.lock(JdbcTableSchemaHistory.java:144)
	at org.flywaydb.core.internal.command.DbMigrate.migrateAll(DbMigrate.java:141)
	at org.flywaydb.core.internal.command.DbMigrate.migrate(DbMigrate.java:98)
	at org.flywaydb.core.Flyway.lambda$migrate$0(Flyway.java:188)
	at org.flywaydb.core.FlywayExecutor.execute(FlywayExecutor.java:196)
	at org.flywaydb.core.Flyway.migrate(Flyway.java:140)
	at org.springframework.boot.autoconfigure.flyway.FlywayMigrationInitializer.afterPropertiesSet(FlywayMigrationInitializer.java:66)
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.invokeInitMethods(AbstractAutowireCapableBeanFactory.java:1817)
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.initializeBean(AbstractAutowireCapableBeanFactory.java:1766)
	... 103 common frames omitted
Caused by: org.flywaydb.core.internal.sqlscript.FlywaySqlScriptException: Migration V1.2__insert_book.sql failed
--------------------------------------
SQL State  : 42703
Error Code : 0
Message    : ОШИБКА: столбец "name" в таблице "book" не существует
  Позиция: 19
Location   : db/migration/V1.2__insert_book.sql (E:\JAVA Jetbreins\youtube_v1\target\classes\db\migration\V1.2__insert_book.sql)
Line       : 1
Statement  : INSERT INTO book (name, description) VALUES('Hello Koding', 'Coding tutorials series')

	at org.flywaydb.core.internal.sqlscript.DefaultSqlScriptExecutor.handleException(DefaultSqlScriptExecutor.java:275)
	at org.flywaydb.core.internal.sqlscript.DefaultSqlScriptExecutor.executeStatement(DefaultSqlScriptExecutor.java:222)
	at org.flywaydb.core.internal.sqlscript.DefaultSqlScriptExecutor.execute(DefaultSqlScriptExecutor.java:126)
	at org.flywaydb.core.internal.resolver.sql.SqlMigrationExecutor.executeOnce(SqlMigrationExecutor.java:68)
	at org.flywaydb.core.internal.resolver.sql.SqlMigrationExecutor.lambda$execute$0(SqlMigrationExecutor.java:57)
	at org.flywaydb.core.internal.database.DefaultExecutionStrategy.execute(DefaultExecutionStrategy.java:27)
	at org.flywaydb.core.internal.resolver.sql.SqlMigrationExecutor.execute(SqlMigrationExecutor.java:56)
	at org.flywaydb.core.internal.command.DbMigrate.doMigrateGroup(DbMigrate.java:376)
	... 122 common frames omitted
Caused by: org.postgresql.util.PSQLException: ОШИБКА: столбец "name" в таблице "book" не существует
  Позиция: 19
	at org.postgresql.core.v3.QueryExecutorImpl.receiveErrorResponse(QueryExecutorImpl.java:2713)
	at org.postgresql.core.v3.QueryExecutorImpl.processResults(QueryExecutorImpl.java:2401)
	at org.postgresql.core.v3.QueryExecutorImpl.execute(QueryExecutorImpl.java:368)
	at org.postgresql.jdbc.PgStatement.executeInternal(PgStatement.java:498)
	at org.postgresql.jdbc.PgStatement.execute(PgStatement.java:415)
	at org.postgresql.jdbc.PgStatement.executeWithFlags(PgStatement.java:335)
	at org.postgresql.jdbc.PgStatement.executeCachedSql(PgStatement.java:321)
	at org.postgresql.jdbc.PgStatement.executeWithFlags(PgStatement.java:297)
	at org.postgresql.jdbc.PgStatement.execute(PgStatement.java:292)
	at com.zaxxer.hikari.pool.ProxyStatement.execute(ProxyStatement.java:94)
	at com.zaxxer.hikari.pool.HikariProxyStatement.execute(HikariProxyStatement.java)
	at org.flywaydb.core.internal.jdbc.JdbcTemplate.executeStatement(JdbcTemplate.java:201)
	at org.flywaydb.core.internal.sqlscript.ParsedSqlStatement.execute(ParsedSqlStatement.java:95)
	at org.flywaydb.core.internal.sqlscript.DefaultSqlScriptExecutor.executeStatement(DefaultSqlScriptExecutor.java:210)
	... 128 common frames omitted
16 08 2023 - 21:00:55.293 [main] INFO  com.example.YoutubeApplication - Starting YoutubeApplication using Java 19.0.1 with PID 8036 (E:\JAVA Jetbreins\youtube_v1\target\classes started by umint in E:\JAVA Jetbreins\youtube_v1)
16 08 2023 - 21:00:55.295 [main] DEBUG com.example.YoutubeApplication - Running with Spring Boot v3.1.2, Spring v6.0.11
16 08 2023 - 21:00:55.296 [main] INFO  com.example.YoutubeApplication - The following 1 profile is active: "urazgali"
16 08 2023 - 21:00:56.814 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
16 08 2023 - 21:00:57.055 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 219 ms. Found 9 JPA repository interfaces.
16 08 2023 - 21:00:58.022 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8088 (http)
16 08 2023 - 21:00:58.037 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
16 08 2023 - 21:00:58.038 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.11]
16 08 2023 - 21:00:58.201 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
16 08 2023 - 21:00:58.202 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 2786 ms
16 08 2023 - 21:00:58.411 [main] INFO  o.f.c.i.license.VersionPrinter - Flyway Community Edition 9.16.3 by Redgate
16 08 2023 - 21:00:58.412 [main] INFO  o.f.c.i.license.VersionPrinter - See release notes here: https://rd.gt/416ObMi
16 08 2023 - 21:00:58.412 [main] INFO  o.f.c.i.license.VersionPrinter - 
16 08 2023 - 21:00:58.425 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
16 08 2023 - 21:00:58.803 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection org.postgresql.jdbc.PgConnection@445bce9a
16 08 2023 - 21:00:58.805 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
16 08 2023 - 21:00:58.826 [main] INFO  o.f.c.i.d.base.BaseDatabaseType - Database: jdbc:postgresql://localhost/You_tube (PostgreSQL 14.1)
16 08 2023 - 21:00:58.895 [main] INFO  o.f.c.i.s.JdbcTableSchemaHistory - Schema history table "public"."flyway_schema_history" does not exist yet
16 08 2023 - 21:00:58.901 [main] INFO  o.f.core.internal.command.DbValidate - Successfully validated 3 migrations (execution time 00:00.049s)
16 08 2023 - 21:00:58.941 [main] INFO  o.f.c.i.s.JdbcTableSchemaHistory - Creating Schema History table "public"."flyway_schema_history" with baseline ...
16 08 2023 - 21:00:58.994 [main] INFO  o.f.core.internal.command.DbBaseline - Successfully baselined schema with version: 1
16 08 2023 - 21:00:59.057 [main] INFO  o.f.core.internal.command.DbMigrate - Current version of schema "public": 1
16 08 2023 - 21:00:59.074 [main] INFO  o.f.core.internal.command.DbMigrate - Migrating schema "public" to version "1.1 - create book"
16 08 2023 - 21:00:59.140 [main] INFO  o.f.core.internal.command.DbMigrate - Migrating schema "public" to version "1.2 - insert book"
16 08 2023 - 21:00:59.154 [main] INFO  o.f.core.internal.command.DbMigrate - Successfully applied 2 migrations to schema "public", now at version v1.2 (execution time 00:00.112s)
16 08 2023 - 21:00:59.320 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
16 08 2023 - 21:00:59.396 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.2.6.Final
16 08 2023 - 21:00:59.400 [main] INFO  org.hibernate.cfg.Environment - HHH000406: Using bytecode reflection optimizer
16 08 2023 - 21:00:59.599 [main] INFO  o.h.b.i.BytecodeProviderInitiator - HHH000021: Bytecode provider name : bytebuddy
16 08 2023 - 21:00:59.819 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
16 08 2023 - 21:01:00.412 [main] INFO  o.h.b.i.BytecodeProviderInitiator - HHH000021: Bytecode provider name : bytebuddy
16 08 2023 - 21:01:01.587 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
16 08 2023 - 21:01:01.922 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
16 08 2023 - 21:01:02.414 [main] INFO  o.s.d.j.r.query.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used.
16 08 2023 - 21:01:02.917 [main] DEBUG com.example.config.JwtTokenFilter - Filter 'jwtTokenFilter' configured for use
16 08 2023 - 21:01:03.654 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
16 08 2023 - 21:01:04.116 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@508863eb, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@7d8802cf, org.springframework.security.web.context.SecurityContextHolderFilter@197d6cc9, org.springframework.security.web.header.HeaderWriterFilter@1fd1deed, org.springframework.security.web.authentication.logout.LogoutFilter@6f66ab8f, com.example.config.JwtTokenFilter@118cbb26, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@25c3a441, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@2057d8ec, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@2f7af3d0, org.springframework.security.web.access.ExceptionTranslationFilter@375dc95c, org.springframework.security.web.access.intercept.AuthorizationFilter@7f5a5ef3]
16 08 2023 - 21:01:04.523 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8088 (http) with context path ''
16 08 2023 - 21:01:04.534 [main] INFO  com.example.YoutubeApplication - Started YoutubeApplication in 10.119 seconds (process running for 11.634)
16 08 2023 - 21:33:01.691 [SpringApplicationShutdownHook] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
16 08 2023 - 21:33:01.694 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
16 08 2023 - 21:33:01.703 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
